base_case_id,evidence_condition,is_degraded_condition,model,stages_present_count,sequence_complete,decision_present,decision_parser_valid,decision_evidence_state_adequate,decision_failure_family,audit_present,audit_parser_valid,audit_evidence_state_adequate,audit_failure_family,escalation_present,escalation_parser_valid,escalation_evidence_state_adequate,escalation_failure_family,parser_valid_all_three,evidence_state_adequate_all_three,audit_detected_degradation,audit_false_assurance,escalation_recovery,cascade_sequence_type,cascade_failure,cascade_failure_family_summary
P05_CFPB_PKT_013800,compressed_lossy,True,glm-5.2,3,True,1,0,,json_parse_error,1,1,0,evidence_loss,1,1,0,evidence_loss,0,0,1,1,,parser_failure_cascade,1,decision:json_parse_error;audit:evidence_loss;escalation:evidence_loss
P05_CFPB_PKT_013800,noisy_conflicting,True,glm-5.2,3,True,1,0,,json_parse_error,1,1,0,conflict_unresolved,1,1,0,conflict_unresolved,0,0,1,0,,parser_failure_cascade,1,decision:json_parse_error;audit:conflict_unresolved;escalation:conflict_unresolved
P05_CFPB_PKT_013800,partial_dropout,True,glm-5.2,3,True,1,1,0,evidence_loss,1,1,0,evidence_loss,1,1,0,evidence_loss,1,0,1,0,,detected_not_recovered,1,decision:evidence_loss;audit:evidence_loss;escalation:evidence_loss
P05_CFPB_PKT_013912,clean,False,glm-5.2,3,True,1,0,,json_parse_error,1,0,,json_parse_error,1,0,,json_parse_error,0,0,,,,parser_failure_cascade,1,decision:json_parse_error;audit:json_parse_error;escalation:json_parse_error
P05_CFPB_PKT_013912,compressed_lossy,True,glm-5.2,3,True,1,1,0,evidence_loss,1,1,0,evidence_loss,1,0,,json_parse_error,0,0,1,0,,parser_failure_cascade,1,decision:evidence_loss;audit:evidence_loss;escalation:json_parse_error
P05_CFPB_PKT_013912,noisy_conflicting,True,glm-5.2,3,True,1,1,0,conflict_unresolved,1,1,0,conflict_unresolved,1,0,,json_parse_error,0,0,1,0,,parser_failure_cascade,1,decision:conflict_unresolved;audit:conflict_unresolved;escalation:json_parse_error
P05_CFPB_PKT_013912,partial_dropout,True,glm-5.2,3,True,1,0,,json_parse_error,1,1,0,evidence_loss,1,1,0,evidence_loss,0,0,1,0,,parser_failure_cascade,1,decision:json_parse_error;audit:evidence_loss;escalation:evidence_loss
P05_CFPB_PKT_014012,clean,False,glm-5.2,2,False,1,1,1,none,0,,,missing_persisted_stage,1,1,1,none,0,0,,,,incomplete_persisted_sequence,1,audit:missing_persisted_stage
P05_CFPB_PKT_014012,compressed_lossy,True,glm-5.2,3,True,1,1,0,evidence_loss,1,1,0,evidence_loss,1,1,0,evidence_loss,1,0,1,0,,detected_not_recovered,1,decision:evidence_loss;audit:evidence_loss;escalation:evidence_loss
P05_CFPB_PKT_014012,noisy_conflicting,True,glm-5.2,3,True,1,1,0,conflict_unresolved,1,1,0,conflict_unresolved,1,0,,json_parse_error,0,0,1,0,,parser_failure_cascade,1,decision:conflict_unresolved;audit:conflict_unresolved;escalation:json_parse_error
P05_CFPB_PKT_014012,partial_dropout,True,glm-5.2,3,True,1,1,0,evidence_loss,1,1,0,evidence_loss,1,1,0,evidence_loss,1,0,1,0,,detected_not_recovered,1,decision:evidence_loss;audit:evidence_loss;escalation:evidence_loss
P05_CFPB_PKT_014886,clean,False,glm-5.2,3,True,1,1,1,none,1,0,,json_parse_error,1,0,,json_parse_error,0,0,,,,parser_failure_cascade,1,audit:json_parse_error;escalation:json_parse_error
P05_CFPB_PKT_014886,compressed_lossy,True,glm-5.2,3,True,1,1,0,evidence_loss,1,1,0,evidence_loss,1,1,0,evidence_loss,1,0,1,0,,detected_not_recovered,1,decision:evidence_loss;audit:evidence_loss;escalation:evidence_loss
P05_CFPB_PKT_014886,noisy_conflicting,True,glm-5.2,3,True,1,1,0,conflict_unresolved,1,1,0,conflict_unresolved,1,1,0,conflict_unresolved,1,0,1,0,,detected_not_recovered,1,decision:conflict_unresolved;audit:conflict_unresolved;escalation:conflict_unresolved
P05_CFPB_PKT_014886,partial_dropout,True,glm-5.2,3,True,1,1,0,evidence_loss,1,1,0,evidence_loss,1,1,0,evidence_loss,1,0,1,0,,detected_not_recovered,1,decision:evidence_loss;audit:evidence_loss;escalation:evidence_loss
P05_CFPB_PKT_015177,clean,False,glm-5.2,3,True,1,0,,json_parse_error,1,0,,json_parse_error,1,0,,json_parse_error,0,0,,,,parser_failure_cascade,1,decision:json_parse_error;audit:json_parse_error;escalation:json_parse_error
P05_CFPB_PKT_015177,compressed_lossy,True,glm-5.2,3,True,1,1,0,evidence_loss,1,1,0,evidence_loss,1,1,0,evidence_loss,1,0,1,0,,detected_not_recovered,1,decision:evidence_loss;audit:evidence_loss;escalation:evidence_loss
P05_CFPB_PKT_015177,noisy_conflicting,True,glm-5.2,3,True,1,1,0,conflict_unresolved,1,1,0,conflict_unresolved,1,1,0,conflict_unresolved,1,0,1,0,,detected_not_recovered,1,decision:conflict_unresolved;audit:conflict_unresolved;escalation:conflict_unresolved
P05_CFPB_PKT_015177,partial_dropout,True,glm-5.2,3,True,1,0,,json_parse_error,1,0,,json_parse_error,1,0,,json_parse_error,0,0,,,,parser_failure_cascade,1,decision:json_parse_error;audit:json_parse_error;escalation:json_parse_error
P05_CFPB_PKT_016329,clean,False,glm-5.2,3,True,1,0,,json_parse_error,1,0,,json_parse_error,1,0,,json_parse_error,0,0,,,,parser_failure_cascade,1,decision:json_parse_error;audit:json_parse_error;escalation:json_parse_error
P05_CFPB_PKT_016329,compressed_lossy,True,glm-5.2,3,True,1,1,0,evidence_loss,1,1,0,evidence_loss,1,1,0,evidence_loss,1,0,1,0,,detected_not_recovered,1,decision:evidence_loss;audit:evidence_loss;escalation:evidence_loss
P05_CFPB_PKT_016329,noisy_conflicting,True,glm-5.2,3,True,1,1,0,conflict_unresolved,1,1,0,conflict_unresolved,1,1,0,conflict_unresolved,1,0,1,0,,detected_not_recovered,1,decision:conflict_unresolved;audit:conflict_unresolved;escalation:conflict_unresolved
P05_CFPB_PKT_016329,partial_dropout,True,glm-5.2,3,True,1,1,0,evidence_loss,1,1,0,evidence_loss,1,0,,json_parse_error,0,0,1,0,,parser_failure_cascade,1,decision:evidence_loss;audit:evidence_loss;escalation:json_parse_error
P05_CFPB_PKT_016823,clean,False,glm-5.2,3,True,1,1,1,none,1,1,1,none,1,1,1,none,1,1,0,0,,preserved_or_clean_success,0,none
P05_CFPB_PKT_016823,compressed_lossy,True,glm-5.2,3,True,1,1,0,evidence_loss,1,0,,json_parse_error,1,0,,json_parse_error,0,0,,,,parser_failure_cascade,1,decision:evidence_loss;audit:json_parse_error;escalation:json_parse_error
P05_CFPB_PKT_016823,noisy_conflicting,True,glm-5.2,3,True,1,0,,json_parse_error,1,1,0,conflict_unresolved,1,0,,json_parse_error,0,0,1,0,,parser_failure_cascade,1,decision:json_parse_error;audit:conflict_unresolved;escalation:json_parse_error
P05_CFPB_PKT_016823,partial_dropout,True,glm-5.2,3,True,1,0,,json_parse_error,1,1,0,evidence_loss,1,0,,json_parse_error,0,0,1,0,,parser_failure_cascade,1,decision:json_parse_error;audit:evidence_loss;escalation:json_parse_error
P05_CFPB_PKT_018093,clean,False,glm-5.2,3,True,1,1,1,none,1,1,1,none,1,1,1,none,1,1,0,0,,preserved_or_clean_success,0,none
P05_CFPB_PKT_018093,compressed_lossy,True,glm-5.2,3,True,1,1,0,evidence_loss,1,1,0,evidence_loss,1,1,0,evidence_loss,1,0,1,0,,detected_not_recovered,1,decision:evidence_loss;audit:evidence_loss;escalation:evidence_loss
P05_CFPB_PKT_018093,noisy_conflicting,True,glm-5.2,3,True,1,1,0,conflict_unresolved,1,1,0,conflict_unresolved,1,0,,json_parse_error,0,0,1,0,,parser_failure_cascade,1,decision:conflict_unresolved;audit:conflict_unresolved;escalation:json_parse_error
P05_CFPB_PKT_018093,partial_dropout,True,glm-5.2,3,True,1,0,,json_parse_error,1,0,,json_parse_error,1,0,,json_parse_error,0,0,,,,parser_failure_cascade,1,decision:json_parse_error;audit:json_parse_error;escalation:json_parse_error
P05_CFPB_PKT_018178,clean,False,glm-5.2,3,True,1,1,1,none,1,1,1,none,1,0,,json_parse_error,0,0,0,0,,parser_failure_cascade,1,escalation:json_parse_error
P05_CFPB_PKT_018178,compressed_lossy,True,glm-5.2,3,True,1,1,0,evidence_loss,1,1,0,evidence_loss,1,1,0,evidence_loss,1,0,1,0,,detected_not_recovered,1,decision:evidence_loss;audit:evidence_loss;escalation:evidence_loss
P05_CFPB_PKT_018178,noisy_conflicting,True,glm-5.2,3,True,1,1,0,conflict_unresolved,1,1,0,conflict_unresolved,1,1,0,conflict_unresolved,1,0,1,1,,audit_false_assurance,1,decision:conflict_unresolved;audit:conflict_unresolved;escalation:conflict_unresolved
P05_CFPB_PKT_018178,partial_dropout,True,glm-5.2,3,True,1,1,0,evidence_loss,1,1,0,evidence_loss,1,0,,json_parse_error,0,0,1,1,,parser_failure_cascade,1,decision:evidence_loss;audit:evidence_loss;escalation:json_parse_error
P05_CFPB_PKT_019824,clean,False,glm-5.2,3,True,1,0,,json_parse_error,1,1,1,none,1,0,,json_parse_error,0,0,0,0,,parser_failure_cascade,1,decision:json_parse_error;escalation:json_parse_error
P05_CFPB_PKT_019824,compressed_lossy,True,glm-5.2,3,True,1,1,0,evidence_loss,1,1,0,evidence_loss,1,1,0,evidence_loss,1,0,1,0,,detected_not_recovered,1,decision:evidence_loss;audit:evidence_loss;escalation:evidence_loss
P05_CFPB_PKT_019824,noisy_conflicting,True,glm-5.2,3,True,1,1,0,conflict_unresolved,1,1,0,conflict_unresolved,1,0,,json_parse_error,0,0,1,0,,parser_failure_cascade,1,decision:conflict_unresolved;audit:conflict_unresolved;escalation:json_parse_error
P05_CFPB_PKT_019824,partial_dropout,True,glm-5.2,3,True,1,0,,json_parse_error,1,1,0,evidence_loss,1,1,0,evidence_loss,0,0,1,0,,parser_failure_cascade,1,decision:json_parse_error;audit:evidence_loss;escalation:evidence_loss
P05_CFPB_PKT_020527,clean,False,glm-5.2,3,True,1,0,,json_parse_error,1,1,1,none,1,0,,json_parse_error,0,0,0,0,,parser_failure_cascade,1,decision:json_parse_error;escalation:json_parse_error
P05_CFPB_PKT_020527,compressed_lossy,True,glm-5.2,3,True,1,1,0,evidence_loss,1,1,0,evidence_loss,1,1,0,evidence_loss,1,0,1,0,,detected_not_recovered,1,decision:evidence_loss;audit:evidence_loss;escalation:evidence_loss
P05_CFPB_PKT_020527,noisy_conflicting,True,glm-5.2,3,True,1,1,0,conflict_unresolved,1,1,0,conflict_unresolved,1,1,0,conflict_unresolved,1,0,1,0,,detected_not_recovered,1,decision:conflict_unresolved;audit:conflict_unresolved;escalation:conflict_unresolved
P05_CFPB_PKT_020527,partial_dropout,True,glm-5.2,3,True,1,1,0,evidence_loss,1,1,0,evidence_loss,1,0,,json_parse_error,0,0,1,0,,parser_failure_cascade,1,decision:evidence_loss;audit:evidence_loss;escalation:json_parse_error
P05_CFPB_PKT_021433,clean,False,glm-5.2,3,True,1,1,1,none,1,1,1,none,1,1,1,none,1,1,0,0,,preserved_or_clean_success,0,none
P05_CFPB_PKT_021433,compressed_lossy,True,glm-5.2,3,True,1,1,0,evidence_loss,1,1,0,evidence_loss,1,0,,json_parse_error,0,0,1,0,,parser_failure_cascade,1,decision:evidence_loss;audit:evidence_loss;escalation:json_parse_error
P05_CFPB_PKT_021433,noisy_conflicting,True,glm-5.2,3,True,1,0,,json_parse_error,1,1,0,conflict_unresolved,1,0,,json_parse_error,0,0,1,0,,parser_failure_cascade,1,decision:json_parse_error;audit:conflict_unresolved;escalation:json_parse_error
P05_CFPB_PKT_021433,partial_dropout,True,glm-5.2,3,True,1,0,,json_parse_error,1,0,,json_parse_error,1,0,,json_parse_error,0,0,,,,parser_failure_cascade,1,decision:json_parse_error;audit:json_parse_error;escalation:json_parse_error
P05_CFPB_PKT_021535,clean,False,glm-5.2,3,True,1,1,1,none,1,1,1,none,1,0,,json_parse_error,0,0,0,0,,parser_failure_cascade,1,escalation:json_parse_error
P05_CFPB_PKT_021535,compressed_lossy,True,glm-5.2,3,True,1,0,,json_parse_error,1,0,,json_parse_error,1,1,0,evidence_loss,0,0,,,,parser_failure_cascade,1,decision:json_parse_error;audit:json_parse_error;escalation:evidence_loss
P05_CFPB_PKT_021535,noisy_conflicting,True,glm-5.2,3,True,1,1,0,conflict_unresolved,1,1,0,conflict_unresolved,1,1,0,conflict_unresolved,1,0,1,0,,detected_not_recovered,1,decision:conflict_unresolved;audit:conflict_unresolved;escalation:conflict_unresolved
P05_CFPB_PKT_021535,partial_dropout,True,glm-5.2,3,True,1,0,,json_parse_error,1,1,0,evidence_loss,1,1,0,evidence_loss,0,0,1,0,,parser_failure_cascade,1,decision:json_parse_error;audit:evidence_loss;escalation:evidence_loss
P05_CFPB_PKT_022235,clean,False,glm-5.2,3,True,1,0,,json_parse_error,1,0,,json_parse_error,1,1,1,none,0,0,,,,parser_failure_cascade,1,decision:json_parse_error;audit:json_parse_error
P05_CFPB_PKT_022235,compressed_lossy,True,glm-5.2,3,True,1,1,0,evidence_loss,1,1,0,evidence_loss,1,1,0,evidence_loss,1,0,1,0,,detected_not_recovered,1,decision:evidence_loss;audit:evidence_loss;escalation:evidence_loss
P05_CFPB_PKT_022235,noisy_conflicting,True,glm-5.2,3,True,1,1,0,conflict_unresolved,1,1,0,conflict_unresolved,1,1,0,conflict_unresolved,1,0,1,0,,detected_not_recovered,1,decision:conflict_unresolved;audit:conflict_unresolved;escalation:conflict_unresolved
P05_CFPB_PKT_022235,partial_dropout,True,glm-5.2,3,True,1,1,0,evidence_loss,1,1,0,evidence_loss,1,0,,json_parse_error,0,0,1,0,,parser_failure_cascade,1,decision:evidence_loss;audit:evidence_loss;escalation:json_parse_error
P05_CFPB_PKT_022464,clean,False,glm-5.2,3,True,1,0,,json_parse_error,1,0,,json_parse_error,1,0,,json_parse_error,0,0,,,,parser_failure_cascade,1,decision:json_parse_error;audit:json_parse_error;escalation:json_parse_error
P05_CFPB_PKT_022464,compressed_lossy,True,glm-5.2,3,True,1,1,0,evidence_loss,1,1,0,evidence_loss,1,0,,json_parse_error,0,0,1,0,,parser_failure_cascade,1,decision:evidence_loss;audit:evidence_loss;escalation:json_parse_error
P05_CFPB_PKT_022464,noisy_conflicting,True,glm-5.2,3,True,1,0,,json_parse_error,1,1,0,conflict_unresolved,1,1,0,conflict_unresolved,0,0,1,0,,parser_failure_cascade,1,decision:json_parse_error;audit:conflict_unresolved;escalation:conflict_unresolved
P05_CFPB_PKT_022464,partial_dropout,True,glm-5.2,3,True,1,1,0,evidence_loss,1,1,0,evidence_loss,1,0,,json_parse_error,0,0,1,0,,parser_failure_cascade,1,decision:evidence_loss;audit:evidence_loss;escalation:json_parse_error
P05_CFPB_PKT_022610,clean,False,glm-5.2,3,True,1,0,,json_parse_error,1,0,,json_parse_error,1,0,,json_parse_error,0,0,,,,parser_failure_cascade,1,decision:json_parse_error;audit:json_parse_error;escalation:json_parse_error
P05_CFPB_PKT_022610,compressed_lossy,True,glm-5.2,3,True,1,1,0,evidence_loss,1,1,0,evidence_loss,1,1,0,evidence_loss,1,0,1,0,,detected_not_recovered,1,decision:evidence_loss;audit:evidence_loss;escalation:evidence_loss
P05_CFPB_PKT_022610,noisy_conflicting,True,glm-5.2,3,True,1,1,0,conflict_unresolved,1,1,0,conflict_unresolved,1,1,0,conflict_unresolved,1,0,1,0,,detected_not_recovered,1,decision:conflict_unresolved;audit:conflict_unresolved;escalation:conflict_unresolved
P05_CFPB_PKT_022610,partial_dropout,True,glm-5.2,3,True,1,1,0,evidence_loss,1,1,0,evidence_loss,1,1,0,evidence_loss,1,0,1,0,,detected_not_recovered,1,decision:evidence_loss;audit:evidence_loss;escalation:evidence_loss
P05_CFPB_PKT_022895,clean,False,glm-5.2,3,True,1,0,,json_parse_error,1,0,,json_parse_error,1,0,,json_parse_error,0,0,,,,parser_failure_cascade,1,decision:json_parse_error;audit:json_parse_error;escalation:json_parse_error
P05_CFPB_PKT_022895,compressed_lossy,True,glm-5.2,3,True,1,0,,json_parse_error,1,1,0,evidence_loss,1,1,0,evidence_loss,0,0,1,0,,parser_failure_cascade,1,decision:json_parse_error;audit:evidence_loss;escalation:evidence_loss
P05_CFPB_PKT_022895,noisy_conflicting,True,glm-5.2,3,True,1,1,0,conflict_unresolved,1,1,0,conflict_unresolved,1,1,0,conflict_unresolved,1,0,1,0,,detected_not_recovered,1,decision:conflict_unresolved;audit:conflict_unresolved;escalation:conflict_unresolved
P05_CFPB_PKT_022895,partial_dropout,True,glm-5.2,3,True,1,1,0,evidence_loss,1,0,,json_parse_error,1,1,0,evidence_loss,0,0,,,,parser_failure_cascade,1,decision:evidence_loss;audit:json_parse_error;escalation:evidence_loss
P05_CFPB_PKT_024097,clean,False,glm-5.2,3,True,1,0,,json_parse_error,1,1,1,none,1,0,,json_parse_error,0,0,0,0,,parser_failure_cascade,1,decision:json_parse_error;escalation:json_parse_error
P05_CFPB_PKT_024097,compressed_lossy,True,glm-5.2,3,True,1,1,0,evidence_loss,1,0,,json_parse_error,1,0,,json_parse_error,0,0,,,,parser_failure_cascade,1,decision:evidence_loss;audit:json_parse_error;escalation:json_parse_error
P05_CFPB_PKT_024097,noisy_conflicting,True,glm-5.2,3,True,1,1,0,conflict_unresolved,1,1,0,conflict_unresolved,1,1,0,conflict_unresolved,1,0,1,0,,detected_not_recovered,1,decision:conflict_unresolved;audit:conflict_unresolved;escalation:conflict_unresolved
P05_CFPB_PKT_024097,partial_dropout,True,glm-5.2,3,True,1,1,0,evidence_loss,1,1,0,evidence_loss,1,0,,json_parse_error,0,0,1,0,,parser_failure_cascade,1,decision:evidence_loss;audit:evidence_loss;escalation:json_parse_error
P05_CFPB_PKT_024360,clean,False,glm-5.2,3,True,1,0,,json_parse_error,1,0,,json_parse_error,1,0,,json_parse_error,0,0,,,,parser_failure_cascade,1,decision:json_parse_error;audit:json_parse_error;escalation:json_parse_error
P05_CFPB_PKT_024360,compressed_lossy,True,glm-5.2,3,True,1,1,0,evidence_loss,1,1,0,evidence_loss,1,1,0,evidence_loss,1,0,1,0,,detected_not_recovered,1,decision:evidence_loss;audit:evidence_loss;escalation:evidence_loss
P05_CFPB_PKT_024360,noisy_conflicting,True,glm-5.2,3,True,1,1,0,conflict_unresolved,1,0,,json_parse_error,1,0,,json_parse_error,0,0,,,,parser_failure_cascade,1,decision:conflict_unresolved;audit:json_parse_error;escalation:json_parse_error
P05_CFPB_PKT_024360,partial_dropout,True,glm-5.2,3,True,1,1,0,evidence_loss,1,1,0,evidence_loss,1,1,0,evidence_loss,1,0,1,0,,detected_not_recovered,1,decision:evidence_loss;audit:evidence_loss;escalation:evidence_loss
P05_CFPB_PKT_024533,clean,False,glm-5.2,3,True,1,1,1,none,1,1,1,none,1,1,1,none,1,1,0,0,,preserved_or_clean_success,0,none
P05_CFPB_PKT_024533,compressed_lossy,True,glm-5.2,3,True,1,1,0,evidence_loss,1,1,0,evidence_loss,1,0,,json_parse_error,0,0,1,0,,parser_failure_cascade,1,decision:evidence_loss;audit:evidence_loss;escalation:json_parse_error
P05_CFPB_PKT_024533,noisy_conflicting,True,glm-5.2,3,True,1,1,0,conflict_unresolved,1,1,0,conflict_unresolved,1,0,,json_parse_error,0,0,1,0,,parser_failure_cascade,1,decision:conflict_unresolved;audit:conflict_unresolved;escalation:json_parse_error
P05_CFPB_PKT_024533,partial_dropout,True,glm-5.2,3,True,1,0,,json_parse_error,1,0,,json_parse_error,1,1,0,evidence_loss,0,0,,,,parser_failure_cascade,1,decision:json_parse_error;audit:json_parse_error;escalation:evidence_loss
P05_CFPB_PKT_024618,clean,False,glm-5.2,3,True,1,0,,json_parse_error,1,0,,json_parse_error,1,0,,json_parse_error,0,0,,,,parser_failure_cascade,1,decision:json_parse_error;audit:json_parse_error;escalation:json_parse_error
P05_CFPB_PKT_024618,compressed_lossy,True,glm-5.2,3,True,1,1,0,evidence_loss,1,0,,json_parse_error,1,1,0,evidence_loss,0,0,,,,parser_failure_cascade,1,decision:evidence_loss;audit:json_parse_error;escalation:evidence_loss
P05_CFPB_PKT_024618,noisy_conflicting,True,glm-5.2,3,True,1,1,0,conflict_unresolved,1,1,0,conflict_unresolved,1,1,0,conflict_unresolved,1,0,1,0,,detected_not_recovered,1,decision:conflict_unresolved;audit:conflict_unresolved;escalation:conflict_unresolved
P05_CFPB_PKT_024618,partial_dropout,True,glm-5.2,3,True,1,1,0,evidence_loss,1,1,0,evidence_loss,1,0,,json_parse_error,0,0,1,0,,parser_failure_cascade,1,decision:evidence_loss;audit:evidence_loss;escalation:json_parse_error
P05_CFPB_PKT_025299,clean,False,glm-5.2,2,False,1,0,,json_parse_error,0,,,missing_persisted_stage,1,0,,json_parse_error,0,0,,,,incomplete_persisted_sequence,1,decision:json_parse_error;audit:missing_persisted_stage;escalation:json_parse_error
P05_CFPB_PKT_025299,compressed_lossy,True,glm-5.2,3,True,1,1,0,evidence_loss,1,1,0,evidence_loss,1,0,,json_parse_error,0,0,1,0,,parser_failure_cascade,1,decision:evidence_loss;audit:evidence_loss;escalation:json_parse_error
P05_CFPB_PKT_025299,noisy_conflicting,True,glm-5.2,3,True,1,1,0,conflict_unresolved,1,1,0,conflict_unresolved,1,1,0,conflict_unresolved,1,0,1,0,,detected_not_recovered,1,decision:conflict_unresolved;audit:conflict_unresolved;escalation:conflict_unresolved
P05_CFPB_PKT_025299,partial_dropout,True,glm-5.2,3,True,1,0,,json_parse_error,1,1,0,evidence_loss,1,0,,json_parse_error,0,0,1,0,,parser_failure_cascade,1,decision:json_parse_error;audit:evidence_loss;escalation:json_parse_error
P05_CFPB_PKT_025316,clean,False,glm-5.2,3,True,1,1,1,none,1,1,1,none,1,1,1,none,1,1,0,0,,preserved_or_clean_success,0,none
P05_CFPB_PKT_025316,compressed_lossy,True,glm-5.2,3,True,1,1,0,evidence_loss,1,0,,json_parse_error,1,1,0,evidence_loss,0,0,,,,parser_failure_cascade,1,decision:evidence_loss;audit:json_parse_error;escalation:evidence_loss
P05_CFPB_PKT_025316,noisy_conflicting,True,glm-5.2,2,False,0,,,missing_persisted_stage,1,1,0,conflict_unresolved,1,0,,json_parse_error,0,0,1,0,,incomplete_persisted_sequence,1,decision:missing_persisted_stage;audit:conflict_unresolved;escalation:json_parse_error
P05_CFPB_PKT_025316,partial_dropout,True,glm-5.2,3,True,1,0,,json_parse_error,1,1,0,evidence_loss,1,1,0,evidence_loss,0,0,1,0,,parser_failure_cascade,1,decision:json_parse_error;audit:evidence_loss;escalation:evidence_loss
P05_CFPB_PKT_025407,clean,False,glm-5.2,3,True,1,1,1,none,1,1,1,none,1,0,,json_parse_error,0,0,0,0,,parser_failure_cascade,1,escalation:json_parse_error
P05_CFPB_PKT_025407,compressed_lossy,True,glm-5.2,3,True,1,1,0,evidence_loss,1,0,,json_parse_error,1,1,0,evidence_loss,0,0,,,,parser_failure_cascade,1,decision:evidence_loss;audit:json_parse_error;escalation:evidence_loss
P05_CFPB_PKT_025407,noisy_conflicting,True,glm-5.2,3,True,1,1,0,conflict_unresolved,1,1,0,conflict_unresolved,1,0,,json_parse_error,0,0,1,0,,parser_failure_cascade,1,decision:conflict_unresolved;audit:conflict_unresolved;escalation:json_parse_error
P05_CFPB_PKT_025407,partial_dropout,True,glm-5.2,3,True,1,1,0,evidence_loss,1,1,0,evidence_loss,1,1,0,evidence_loss,1,0,1,0,,detected_not_recovered,1,decision:evidence_loss;audit:evidence_loss;escalation:evidence_loss
P05_CFPB_PKT_025837,clean,False,glm-5.2,3,True,1,0,,json_parse_error,1,0,,json_parse_error,1,0,,json_parse_error,0,0,,,,parser_failure_cascade,1,decision:json_parse_error;audit:json_parse_error;escalation:json_parse_error
P05_CFPB_PKT_025837,compressed_lossy,True,glm-5.2,3,True,1,1,0,evidence_loss,1,0,,json_parse_error,1,0,,json_parse_error,0,0,,,,parser_failure_cascade,1,decision:evidence_loss;audit:json_parse_error;escalation:json_parse_error
P05_CFPB_PKT_025837,noisy_conflicting,True,glm-5.2,3,True,1,0,,json_parse_error,1,1,0,conflict_unresolved,1,0,,json_parse_error,0,0,1,0,,parser_failure_cascade,1,decision:json_parse_error;audit:conflict_unresolved;escalation:json_parse_error
P05_CFPB_PKT_025837,partial_dropout,True,glm-5.2,3,True,1,0,,json_parse_error,1,0,,json_parse_error,1,1,0,evidence_loss,0,0,,,,parser_failure_cascade,1,decision:json_parse_error;audit:json_parse_error;escalation:evidence_loss
P05_CFPB_PKT_025875,clean,False,glm-5.2,3,True,1,0,,json_parse_error,1,0,,json_parse_error,1,0,,json_parse_error,0,0,,,,parser_failure_cascade,1,decision:json_parse_error;audit:json_parse_error;escalation:json_parse_error
P05_CFPB_PKT_025875,compressed_lossy,True,glm-5.2,3,True,1,1,0,evidence_loss,1,1,0,evidence_loss,1,1,0,evidence_loss,1,0,1,1,,audit_false_assurance,1,decision:evidence_loss;audit:evidence_loss;escalation:evidence_loss
P05_CFPB_PKT_025875,noisy_conflicting,True,glm-5.2,3,True,1,1,0,conflict_unresolved,1,0,,json_parse_error,1,1,0,conflict_unresolved,0,0,,,,parser_failure_cascade,1,decision:conflict_unresolved;audit:json_parse_error;escalation:conflict_unresolved
P05_CFPB_PKT_025875,partial_dropout,True,glm-5.2,3,True,1,1,0,evidence_loss,1,0,,json_parse_error,1,1,0,evidence_loss,0,0,,,,parser_failure_cascade,1,decision:evidence_loss;audit:json_parse_error;escalation:evidence_loss
P05_CFPB_PKT_025929,clean,False,glm-5.2,3,True,1,0,,json_parse_error,1,1,1,none,1,1,1,none,0,0,0,0,,parser_failure_cascade,1,decision:json_parse_error
P05_CFPB_PKT_025929,compressed_lossy,True,glm-5.2,3,True,1,0,,json_parse_error,1,1,0,evidence_loss,1,0,,json_parse_error,0,0,1,0,,parser_failure_cascade,1,decision:json_parse_error;audit:evidence_loss;escalation:json_parse_error
P05_CFPB_PKT_025929,noisy_conflicting,True,glm-5.2,2,False,1,1,0,conflict_unresolved,1,0,,json_parse_error,0,,,missing_persisted_stage,0,0,,,,incomplete_persisted_sequence,1,decision:conflict_unresolved;audit:json_parse_error;escalation:missing_persisted_stage
P05_CFPB_PKT_025929,partial_dropout,True,glm-5.2,3,True,1,1,0,evidence_loss,1,0,,json_parse_error,1,0,,json_parse_error,0,0,,,,parser_failure_cascade,1,decision:evidence_loss;audit:json_parse_error;escalation:json_parse_error
P05_CFPB_PKT_025988,clean,False,glm-5.2,3,True,1,1,1,none,1,0,,json_parse_error,1,0,,json_parse_error,0,0,,,,parser_failure_cascade,1,audit:json_parse_error;escalation:json_parse_error
P05_CFPB_PKT_025988,compressed_lossy,True,glm-5.2,3,True,1,1,0,evidence_loss,1,1,0,evidence_loss,1,1,0,evidence_loss,1,0,1,0,,detected_not_recovered,1,decision:evidence_loss;audit:evidence_loss;escalation:evidence_loss
P05_CFPB_PKT_025988,noisy_conflicting,True,glm-5.2,3,True,1,0,,json_parse_error,1,0,,json_parse_error,1,0,,json_parse_error,0,0,,,,parser_failure_cascade,1,decision:json_parse_error;audit:json_parse_error;escalation:json_parse_error
P05_CFPB_PKT_025988,partial_dropout,True,glm-5.2,3,True,1,0,,json_parse_error,1,0,,json_parse_error,1,1,0,evidence_loss,0,0,,,,parser_failure_cascade,1,decision:json_parse_error;audit:json_parse_error;escalation:evidence_loss
P05_CFPB_PKT_026098,clean,False,glm-5.2,2,False,0,,,missing_persisted_stage,1,0,,json_parse_error,1,0,,json_parse_error,0,0,,,,incomplete_persisted_sequence,1,decision:missing_persisted_stage;audit:json_parse_error;escalation:json_parse_error
