dry_run_request_id,stage_name,stage_order,template_id,schema_version,evidence_state_id,packet_id,condition_name,input_reference,dependency_reference,target_label_reference_excluded,prompt_template_only,raw_prompt_instance_written,raw_response_written,api_call_executed,model_call_executed
P05_CFPB_ES_015_04_noisy_conflicting_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_015_04_noisy_conflicting,P05_CFPB_PKT_010654,noisy_conflicting,sanitized_decision_output_reference,P05_CFPB_ES_015_04_noisy_conflicting_D,True,True,False,False,False,False
P05_CFPB_ES_015_04_noisy_conflicting_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_015_04_noisy_conflicting,P05_CFPB_PKT_010654,noisy_conflicting,sanitized_decision_and_audit_output_references,P05_CFPB_ES_015_04_noisy_conflicting_D|P05_CFPB_ES_015_04_noisy_conflicting_A,True,True,False,False,False,False
P05_CFPB_ES_016_01_clean_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_016_01_clean,P05_CFPB_PKT_005172,clean,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_016_01_clean_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_016_01_clean,P05_CFPB_PKT_005172,clean,sanitized_decision_output_reference,P05_CFPB_ES_016_01_clean_D,True,True,False,False,False,False
P05_CFPB_ES_016_01_clean_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_016_01_clean,P05_CFPB_PKT_005172,clean,sanitized_decision_and_audit_output_references,P05_CFPB_ES_016_01_clean_D|P05_CFPB_ES_016_01_clean_A,True,True,False,False,False,False
P05_CFPB_ES_016_02_compressed_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_016_02_compressed,P05_CFPB_PKT_005172,compressed,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_016_02_compressed_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_016_02_compressed,P05_CFPB_PKT_005172,compressed,sanitized_decision_output_reference,P05_CFPB_ES_016_02_compressed_D,True,True,False,False,False,False
P05_CFPB_ES_016_02_compressed_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_016_02_compressed,P05_CFPB_PKT_005172,compressed,sanitized_decision_and_audit_output_references,P05_CFPB_ES_016_02_compressed_D|P05_CFPB_ES_016_02_compressed_A,True,True,False,False,False,False
P05_CFPB_ES_016_03_partial_dropout_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_016_03_partial_dropout,P05_CFPB_PKT_005172,partial_dropout,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_016_03_partial_dropout_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_016_03_partial_dropout,P05_CFPB_PKT_005172,partial_dropout,sanitized_decision_output_reference,P05_CFPB_ES_016_03_partial_dropout_D,True,True,False,False,False,False
P05_CFPB_ES_016_03_partial_dropout_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_016_03_partial_dropout,P05_CFPB_PKT_005172,partial_dropout,sanitized_decision_and_audit_output_references,P05_CFPB_ES_016_03_partial_dropout_D|P05_CFPB_ES_016_03_partial_dropout_A,True,True,False,False,False,False
P05_CFPB_ES_016_04_noisy_conflicting_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_016_04_noisy_conflicting,P05_CFPB_PKT_005172,noisy_conflicting,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_016_04_noisy_conflicting_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_016_04_noisy_conflicting,P05_CFPB_PKT_005172,noisy_conflicting,sanitized_decision_output_reference,P05_CFPB_ES_016_04_noisy_conflicting_D,True,True,False,False,False,False
P05_CFPB_ES_016_04_noisy_conflicting_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_016_04_noisy_conflicting,P05_CFPB_PKT_005172,noisy_conflicting,sanitized_decision_and_audit_output_references,P05_CFPB_ES_016_04_noisy_conflicting_D|P05_CFPB_ES_016_04_noisy_conflicting_A,True,True,False,False,False,False
P05_CFPB_ES_017_01_clean_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_017_01_clean,P05_CFPB_PKT_011720,clean,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_017_01_clean_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_017_01_clean,P05_CFPB_PKT_011720,clean,sanitized_decision_output_reference,P05_CFPB_ES_017_01_clean_D,True,True,False,False,False,False
P05_CFPB_ES_017_01_clean_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_017_01_clean,P05_CFPB_PKT_011720,clean,sanitized_decision_and_audit_output_references,P05_CFPB_ES_017_01_clean_D|P05_CFPB_ES_017_01_clean_A,True,True,False,False,False,False
P05_CFPB_ES_017_02_compressed_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_017_02_compressed,P05_CFPB_PKT_011720,compressed,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_017_02_compressed_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_017_02_compressed,P05_CFPB_PKT_011720,compressed,sanitized_decision_output_reference,P05_CFPB_ES_017_02_compressed_D,True,True,False,False,False,False
P05_CFPB_ES_017_02_compressed_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_017_02_compressed,P05_CFPB_PKT_011720,compressed,sanitized_decision_and_audit_output_references,P05_CFPB_ES_017_02_compressed_D|P05_CFPB_ES_017_02_compressed_A,True,True,False,False,False,False
P05_CFPB_ES_017_03_partial_dropout_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_017_03_partial_dropout,P05_CFPB_PKT_011720,partial_dropout,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_017_03_partial_dropout_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_017_03_partial_dropout,P05_CFPB_PKT_011720,partial_dropout,sanitized_decision_output_reference,P05_CFPB_ES_017_03_partial_dropout_D,True,True,False,False,False,False
P05_CFPB_ES_017_03_partial_dropout_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_017_03_partial_dropout,P05_CFPB_PKT_011720,partial_dropout,sanitized_decision_and_audit_output_references,P05_CFPB_ES_017_03_partial_dropout_D|P05_CFPB_ES_017_03_partial_dropout_A,True,True,False,False,False,False
P05_CFPB_ES_017_04_noisy_conflicting_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_017_04_noisy_conflicting,P05_CFPB_PKT_011720,noisy_conflicting,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_017_04_noisy_conflicting_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_017_04_noisy_conflicting,P05_CFPB_PKT_011720,noisy_conflicting,sanitized_decision_output_reference,P05_CFPB_ES_017_04_noisy_conflicting_D,True,True,False,False,False,False
P05_CFPB_ES_017_04_noisy_conflicting_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_017_04_noisy_conflicting,P05_CFPB_PKT_011720,noisy_conflicting,sanitized_decision_and_audit_output_references,P05_CFPB_ES_017_04_noisy_conflicting_D|P05_CFPB_ES_017_04_noisy_conflicting_A,True,True,False,False,False,False
P05_CFPB_ES_018_01_clean_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_018_01_clean,P05_CFPB_PKT_005617,clean,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_018_01_clean_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_018_01_clean,P05_CFPB_PKT_005617,clean,sanitized_decision_output_reference,P05_CFPB_ES_018_01_clean_D,True,True,False,False,False,False
P05_CFPB_ES_018_01_clean_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_018_01_clean,P05_CFPB_PKT_005617,clean,sanitized_decision_and_audit_output_references,P05_CFPB_ES_018_01_clean_D|P05_CFPB_ES_018_01_clean_A,True,True,False,False,False,False
P05_CFPB_ES_018_02_compressed_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_018_02_compressed,P05_CFPB_PKT_005617,compressed,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_018_02_compressed_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_018_02_compressed,P05_CFPB_PKT_005617,compressed,sanitized_decision_output_reference,P05_CFPB_ES_018_02_compressed_D,True,True,False,False,False,False
P05_CFPB_ES_018_02_compressed_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_018_02_compressed,P05_CFPB_PKT_005617,compressed,sanitized_decision_and_audit_output_references,P05_CFPB_ES_018_02_compressed_D|P05_CFPB_ES_018_02_compressed_A,True,True,False,False,False,False
P05_CFPB_ES_018_03_partial_dropout_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_018_03_partial_dropout,P05_CFPB_PKT_005617,partial_dropout,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_018_03_partial_dropout_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_018_03_partial_dropout,P05_CFPB_PKT_005617,partial_dropout,sanitized_decision_output_reference,P05_CFPB_ES_018_03_partial_dropout_D,True,True,False,False,False,False
P05_CFPB_ES_018_03_partial_dropout_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_018_03_partial_dropout,P05_CFPB_PKT_005617,partial_dropout,sanitized_decision_and_audit_output_references,P05_CFPB_ES_018_03_partial_dropout_D|P05_CFPB_ES_018_03_partial_dropout_A,True,True,False,False,False,False
P05_CFPB_ES_018_04_noisy_conflicting_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_018_04_noisy_conflicting,P05_CFPB_PKT_005617,noisy_conflicting,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_018_04_noisy_conflicting_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_018_04_noisy_conflicting,P05_CFPB_PKT_005617,noisy_conflicting,sanitized_decision_output_reference,P05_CFPB_ES_018_04_noisy_conflicting_D,True,True,False,False,False,False
P05_CFPB_ES_018_04_noisy_conflicting_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_018_04_noisy_conflicting,P05_CFPB_PKT_005617,noisy_conflicting,sanitized_decision_and_audit_output_references,P05_CFPB_ES_018_04_noisy_conflicting_D|P05_CFPB_ES_018_04_noisy_conflicting_A,True,True,False,False,False,False
P05_CFPB_ES_019_01_clean_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_019_01_clean,P05_CFPB_PKT_012020,clean,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_019_01_clean_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_019_01_clean,P05_CFPB_PKT_012020,clean,sanitized_decision_output_reference,P05_CFPB_ES_019_01_clean_D,True,True,False,False,False,False
P05_CFPB_ES_019_01_clean_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_019_01_clean,P05_CFPB_PKT_012020,clean,sanitized_decision_and_audit_output_references,P05_CFPB_ES_019_01_clean_D|P05_CFPB_ES_019_01_clean_A,True,True,False,False,False,False
P05_CFPB_ES_019_02_compressed_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_019_02_compressed,P05_CFPB_PKT_012020,compressed,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_019_02_compressed_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_019_02_compressed,P05_CFPB_PKT_012020,compressed,sanitized_decision_output_reference,P05_CFPB_ES_019_02_compressed_D,True,True,False,False,False,False
P05_CFPB_ES_019_02_compressed_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_019_02_compressed,P05_CFPB_PKT_012020,compressed,sanitized_decision_and_audit_output_references,P05_CFPB_ES_019_02_compressed_D|P05_CFPB_ES_019_02_compressed_A,True,True,False,False,False,False
P05_CFPB_ES_019_03_partial_dropout_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_019_03_partial_dropout,P05_CFPB_PKT_012020,partial_dropout,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_019_03_partial_dropout_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_019_03_partial_dropout,P05_CFPB_PKT_012020,partial_dropout,sanitized_decision_output_reference,P05_CFPB_ES_019_03_partial_dropout_D,True,True,False,False,False,False
P05_CFPB_ES_019_03_partial_dropout_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_019_03_partial_dropout,P05_CFPB_PKT_012020,partial_dropout,sanitized_decision_and_audit_output_references,P05_CFPB_ES_019_03_partial_dropout_D|P05_CFPB_ES_019_03_partial_dropout_A,True,True,False,False,False,False
P05_CFPB_ES_019_04_noisy_conflicting_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_019_04_noisy_conflicting,P05_CFPB_PKT_012020,noisy_conflicting,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_019_04_noisy_conflicting_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_019_04_noisy_conflicting,P05_CFPB_PKT_012020,noisy_conflicting,sanitized_decision_output_reference,P05_CFPB_ES_019_04_noisy_conflicting_D,True,True,False,False,False,False
P05_CFPB_ES_019_04_noisy_conflicting_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_019_04_noisy_conflicting,P05_CFPB_PKT_012020,noisy_conflicting,sanitized_decision_and_audit_output_references,P05_CFPB_ES_019_04_noisy_conflicting_D|P05_CFPB_ES_019_04_noisy_conflicting_A,True,True,False,False,False,False
P05_CFPB_ES_020_01_clean_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_020_01_clean,P05_CFPB_PKT_005746,clean,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_020_01_clean_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_020_01_clean,P05_CFPB_PKT_005746,clean,sanitized_decision_output_reference,P05_CFPB_ES_020_01_clean_D,True,True,False,False,False,False
P05_CFPB_ES_020_01_clean_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_020_01_clean,P05_CFPB_PKT_005746,clean,sanitized_decision_and_audit_output_references,P05_CFPB_ES_020_01_clean_D|P05_CFPB_ES_020_01_clean_A,True,True,False,False,False,False
P05_CFPB_ES_020_02_compressed_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_020_02_compressed,P05_CFPB_PKT_005746,compressed,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_020_02_compressed_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_020_02_compressed,P05_CFPB_PKT_005746,compressed,sanitized_decision_output_reference,P05_CFPB_ES_020_02_compressed_D,True,True,False,False,False,False
P05_CFPB_ES_020_02_compressed_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_020_02_compressed,P05_CFPB_PKT_005746,compressed,sanitized_decision_and_audit_output_references,P05_CFPB_ES_020_02_compressed_D|P05_CFPB_ES_020_02_compressed_A,True,True,False,False,False,False
P05_CFPB_ES_020_03_partial_dropout_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_020_03_partial_dropout,P05_CFPB_PKT_005746,partial_dropout,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_020_03_partial_dropout_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_020_03_partial_dropout,P05_CFPB_PKT_005746,partial_dropout,sanitized_decision_output_reference,P05_CFPB_ES_020_03_partial_dropout_D,True,True,False,False,False,False
P05_CFPB_ES_020_03_partial_dropout_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_020_03_partial_dropout,P05_CFPB_PKT_005746,partial_dropout,sanitized_decision_and_audit_output_references,P05_CFPB_ES_020_03_partial_dropout_D|P05_CFPB_ES_020_03_partial_dropout_A,True,True,False,False,False,False
P05_CFPB_ES_020_04_noisy_conflicting_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_020_04_noisy_conflicting,P05_CFPB_PKT_005746,noisy_conflicting,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_020_04_noisy_conflicting_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_020_04_noisy_conflicting,P05_CFPB_PKT_005746,noisy_conflicting,sanitized_decision_output_reference,P05_CFPB_ES_020_04_noisy_conflicting_D,True,True,False,False,False,False
P05_CFPB_ES_020_04_noisy_conflicting_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_020_04_noisy_conflicting,P05_CFPB_PKT_005746,noisy_conflicting,sanitized_decision_and_audit_output_references,P05_CFPB_ES_020_04_noisy_conflicting_D|P05_CFPB_ES_020_04_noisy_conflicting_A,True,True,False,False,False,False
P05_CFPB_ES_021_01_clean_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_021_01_clean,P05_CFPB_PKT_012731,clean,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_021_01_clean_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_021_01_clean,P05_CFPB_PKT_012731,clean,sanitized_decision_output_reference,P05_CFPB_ES_021_01_clean_D,True,True,False,False,False,False
P05_CFPB_ES_021_01_clean_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_021_01_clean,P05_CFPB_PKT_012731,clean,sanitized_decision_and_audit_output_references,P05_CFPB_ES_021_01_clean_D|P05_CFPB_ES_021_01_clean_A,True,True,False,False,False,False
P05_CFPB_ES_021_02_compressed_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_021_02_compressed,P05_CFPB_PKT_012731,compressed,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_021_02_compressed_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_021_02_compressed,P05_CFPB_PKT_012731,compressed,sanitized_decision_output_reference,P05_CFPB_ES_021_02_compressed_D,True,True,False,False,False,False
P05_CFPB_ES_021_02_compressed_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_021_02_compressed,P05_CFPB_PKT_012731,compressed,sanitized_decision_and_audit_output_references,P05_CFPB_ES_021_02_compressed_D|P05_CFPB_ES_021_02_compressed_A,True,True,False,False,False,False
P05_CFPB_ES_021_03_partial_dropout_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_021_03_partial_dropout,P05_CFPB_PKT_012731,partial_dropout,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_021_03_partial_dropout_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_021_03_partial_dropout,P05_CFPB_PKT_012731,partial_dropout,sanitized_decision_output_reference,P05_CFPB_ES_021_03_partial_dropout_D,True,True,False,False,False,False
P05_CFPB_ES_021_03_partial_dropout_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_021_03_partial_dropout,P05_CFPB_PKT_012731,partial_dropout,sanitized_decision_and_audit_output_references,P05_CFPB_ES_021_03_partial_dropout_D|P05_CFPB_ES_021_03_partial_dropout_A,True,True,False,False,False,False
P05_CFPB_ES_021_04_noisy_conflicting_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_021_04_noisy_conflicting,P05_CFPB_PKT_012731,noisy_conflicting,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_021_04_noisy_conflicting_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_021_04_noisy_conflicting,P05_CFPB_PKT_012731,noisy_conflicting,sanitized_decision_output_reference,P05_CFPB_ES_021_04_noisy_conflicting_D,True,True,False,False,False,False
P05_CFPB_ES_021_04_noisy_conflicting_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_021_04_noisy_conflicting,P05_CFPB_PKT_012731,noisy_conflicting,sanitized_decision_and_audit_output_references,P05_CFPB_ES_021_04_noisy_conflicting_D|P05_CFPB_ES_021_04_noisy_conflicting_A,True,True,False,False,False,False
P05_CFPB_ES_022_01_clean_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_022_01_clean,P05_CFPB_PKT_007427,clean,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_022_01_clean_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_022_01_clean,P05_CFPB_PKT_007427,clean,sanitized_decision_output_reference,P05_CFPB_ES_022_01_clean_D,True,True,False,False,False,False
P05_CFPB_ES_022_01_clean_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_022_01_clean,P05_CFPB_PKT_007427,clean,sanitized_decision_and_audit_output_references,P05_CFPB_ES_022_01_clean_D|P05_CFPB_ES_022_01_clean_A,True,True,False,False,False,False
P05_CFPB_ES_022_02_compressed_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_022_02_compressed,P05_CFPB_PKT_007427,compressed,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_022_02_compressed_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_022_02_compressed,P05_CFPB_PKT_007427,compressed,sanitized_decision_output_reference,P05_CFPB_ES_022_02_compressed_D,True,True,False,False,False,False
P05_CFPB_ES_022_02_compressed_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_022_02_compressed,P05_CFPB_PKT_007427,compressed,sanitized_decision_and_audit_output_references,P05_CFPB_ES_022_02_compressed_D|P05_CFPB_ES_022_02_compressed_A,True,True,False,False,False,False
P05_CFPB_ES_022_03_partial_dropout_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_022_03_partial_dropout,P05_CFPB_PKT_007427,partial_dropout,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_022_03_partial_dropout_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_022_03_partial_dropout,P05_CFPB_PKT_007427,partial_dropout,sanitized_decision_output_reference,P05_CFPB_ES_022_03_partial_dropout_D,True,True,False,False,False,False
P05_CFPB_ES_022_03_partial_dropout_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_022_03_partial_dropout,P05_CFPB_PKT_007427,partial_dropout,sanitized_decision_and_audit_output_references,P05_CFPB_ES_022_03_partial_dropout_D|P05_CFPB_ES_022_03_partial_dropout_A,True,True,False,False,False,False
P05_CFPB_ES_022_04_noisy_conflicting_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_022_04_noisy_conflicting,P05_CFPB_PKT_007427,noisy_conflicting,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_022_04_noisy_conflicting_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_022_04_noisy_conflicting,P05_CFPB_PKT_007427,noisy_conflicting,sanitized_decision_output_reference,P05_CFPB_ES_022_04_noisy_conflicting_D,True,True,False,False,False,False
P05_CFPB_ES_022_04_noisy_conflicting_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_022_04_noisy_conflicting,P05_CFPB_PKT_007427,noisy_conflicting,sanitized_decision_and_audit_output_references,P05_CFPB_ES_022_04_noisy_conflicting_D|P05_CFPB_ES_022_04_noisy_conflicting_A,True,True,False,False,False,False
P05_CFPB_ES_023_01_clean_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_023_01_clean,P05_CFPB_PKT_012795,clean,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_023_01_clean_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_023_01_clean,P05_CFPB_PKT_012795,clean,sanitized_decision_output_reference,P05_CFPB_ES_023_01_clean_D,True,True,False,False,False,False
P05_CFPB_ES_023_01_clean_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_023_01_clean,P05_CFPB_PKT_012795,clean,sanitized_decision_and_audit_output_references,P05_CFPB_ES_023_01_clean_D|P05_CFPB_ES_023_01_clean_A,True,True,False,False,False,False
P05_CFPB_ES_023_02_compressed_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_023_02_compressed,P05_CFPB_PKT_012795,compressed,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_023_02_compressed_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_023_02_compressed,P05_CFPB_PKT_012795,compressed,sanitized_decision_output_reference,P05_CFPB_ES_023_02_compressed_D,True,True,False,False,False,False
P05_CFPB_ES_023_02_compressed_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_023_02_compressed,P05_CFPB_PKT_012795,compressed,sanitized_decision_and_audit_output_references,P05_CFPB_ES_023_02_compressed_D|P05_CFPB_ES_023_02_compressed_A,True,True,False,False,False,False
P05_CFPB_ES_023_03_partial_dropout_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_023_03_partial_dropout,P05_CFPB_PKT_012795,partial_dropout,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_023_03_partial_dropout_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_023_03_partial_dropout,P05_CFPB_PKT_012795,partial_dropout,sanitized_decision_output_reference,P05_CFPB_ES_023_03_partial_dropout_D,True,True,False,False,False,False
P05_CFPB_ES_023_03_partial_dropout_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_023_03_partial_dropout,P05_CFPB_PKT_012795,partial_dropout,sanitized_decision_and_audit_output_references,P05_CFPB_ES_023_03_partial_dropout_D|P05_CFPB_ES_023_03_partial_dropout_A,True,True,False,False,False,False
