evidence_state_id,packet_id,subset_rank,condition_name,condition_order,evidence_state_text,degradation_profile
P05_CFPB_ES_018_04_noisy_conflicting,P05_CFPB_PKT_005617,18,noisy_conflicting,4,Evidence packet noisy_conflicting: product_family=Credit card; alternative_product_signal=Prepaid card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Problem with a purchase shown on your statement; sub_issue_category=Card was charged for something you did not purchase with the card; submitted_via=Web; alternative_submission_signal=Referral; received_month=2026-01; consumer_tag_presence=present; state_presence=present; narrative_available=present; narrative_length_bucket=3000_plus; evidence_quality_warning=simulated_non_outcome_conflict.,simulated_non_outcome_conflicting_signals
P05_CFPB_ES_019_01_clean,P05_CFPB_PKT_012020,19,clean,1,"Evidence packet: product_family=Credit card; sub_product_bucket=Store credit card; issue_category=Other features, terms, or problems; sub_issue_category=Other problem; submitted_via=Web; received_month=2026-02; narrative_available=absent; narrative_length_bucket=missing; consumer_tag_presence=present; state_presence=present.",original_sanitized_packet_text
P05_CFPB_ES_019_02_compressed,P05_CFPB_PKT_012020,19,compressed,2,"Evidence packet compressed: product_family=Credit card; issue_category=Other features, terms, or problems; received_month=2026-02; narrative_available=absent.",category_compression_and_detail_reduction
P05_CFPB_ES_019_03_partial_dropout,P05_CFPB_PKT_012020,19,partial_dropout,3,"Evidence packet partial_dropout: product_family=Credit card; sub_product_bucket=__DROPPED__; issue_category=Other features, terms, or problems; sub_issue_category=__DROPPED__; submitted_via=__DROPPED__; received_month=2026-02; consumer_tag_presence=present; state_presence=__DROPPED__; narrative_available=absent; narrative_length_bucket=__DROPPED__.",structured_field_dropout_without_target
P05_CFPB_ES_019_04_noisy_conflicting,P05_CFPB_PKT_012020,19,noisy_conflicting,4,"Evidence packet noisy_conflicting: product_family=Credit card; alternative_product_signal=Prepaid card; sub_product_bucket=Store credit card; issue_category=Other features, terms, or problems; sub_issue_category=Other problem; submitted_via=Web; alternative_submission_signal=Referral; received_month=2026-02; consumer_tag_presence=present; state_presence=present; narrative_available=absent; narrative_length_bucket=missing; evidence_quality_warning=simulated_non_outcome_conflict.",simulated_non_outcome_conflicting_signals
P05_CFPB_ES_020_01_clean,P05_CFPB_PKT_005746,20,clean,1,Evidence packet: product_family=Credit card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Incorrect information on your report; sub_issue_category=Account status incorrect; submitted_via=Web; received_month=2026-01; narrative_available=absent; narrative_length_bucket=missing; consumer_tag_presence=present; state_presence=present.,original_sanitized_packet_text
P05_CFPB_ES_020_02_compressed,P05_CFPB_PKT_005746,20,compressed,2,Evidence packet compressed: product_family=Credit card; issue_category=Incorrect information on your report; received_month=2026-01; narrative_available=absent.,category_compression_and_detail_reduction
P05_CFPB_ES_020_03_partial_dropout,P05_CFPB_PKT_005746,20,partial_dropout,3,Evidence packet partial_dropout: product_family=Credit card; sub_product_bucket=__DROPPED__; issue_category=Incorrect information on your report; sub_issue_category=__DROPPED__; submitted_via=__DROPPED__; received_month=2026-01; consumer_tag_presence=present; state_presence=__DROPPED__; narrative_available=absent; narrative_length_bucket=__DROPPED__.,structured_field_dropout_without_target
P05_CFPB_ES_020_04_noisy_conflicting,P05_CFPB_PKT_005746,20,noisy_conflicting,4,Evidence packet noisy_conflicting: product_family=Credit card; alternative_product_signal=Prepaid card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Incorrect information on your report; sub_issue_category=Account status incorrect; submitted_via=Web; alternative_submission_signal=Referral; received_month=2026-01; consumer_tag_presence=present; state_presence=present; narrative_available=absent; narrative_length_bucket=missing; evidence_quality_warning=simulated_non_outcome_conflict.,simulated_non_outcome_conflicting_signals
P05_CFPB_ES_021_01_clean,P05_CFPB_PKT_012731,21,clean,1,Evidence packet: product_family=Credit card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Problem with a purchase shown on your statement; sub_issue_category=Credit card company isn't resolving a dispute about a purchase on your statement; submitted_via=Web; received_month=2026-02; narrative_available=absent; narrative_length_bucket=missing; consumer_tag_presence=present; state_presence=present.,original_sanitized_packet_text
P05_CFPB_ES_021_02_compressed,P05_CFPB_PKT_012731,21,compressed,2,Evidence packet compressed: product_family=Credit card; issue_category=Problem with a purchase shown on your statement; received_month=2026-02; narrative_available=absent.,category_compression_and_detail_reduction
P05_CFPB_ES_021_03_partial_dropout,P05_CFPB_PKT_012731,21,partial_dropout,3,Evidence packet partial_dropout: product_family=Credit card; sub_product_bucket=__DROPPED__; issue_category=Problem with a purchase shown on your statement; sub_issue_category=__DROPPED__; submitted_via=__DROPPED__; received_month=2026-02; consumer_tag_presence=present; state_presence=__DROPPED__; narrative_available=absent; narrative_length_bucket=__DROPPED__.,structured_field_dropout_without_target
P05_CFPB_ES_021_04_noisy_conflicting,P05_CFPB_PKT_012731,21,noisy_conflicting,4,Evidence packet noisy_conflicting: product_family=Credit card; alternative_product_signal=Prepaid card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Problem with a purchase shown on your statement; sub_issue_category=Credit card company isn't resolving a dispute about a purchase on your statement; submitted_via=Web; alternative_submission_signal=Referral; received_month=2026-02; consumer_tag_presence=present; state_presence=present; narrative_available=absent; narrative_length_bucket=missing; evidence_quality_warning=simulated_non_outcome_conflict.,simulated_non_outcome_conflicting_signals
P05_CFPB_ES_022_01_clean,P05_CFPB_PKT_007427,22,clean,1,Evidence packet: product_family=Credit card; sub_product_bucket=Store credit card; issue_category=Fees or interest; sub_issue_category=Charged too much interest; submitted_via=Web; received_month=2026-01; narrative_available=absent; narrative_length_bucket=missing; consumer_tag_presence=present; state_presence=present.,original_sanitized_packet_text
P05_CFPB_ES_022_02_compressed,P05_CFPB_PKT_007427,22,compressed,2,Evidence packet compressed: product_family=Credit card; issue_category=Fees or interest; received_month=2026-01; narrative_available=absent.,category_compression_and_detail_reduction
P05_CFPB_ES_022_03_partial_dropout,P05_CFPB_PKT_007427,22,partial_dropout,3,Evidence packet partial_dropout: product_family=Credit card; sub_product_bucket=__DROPPED__; issue_category=Fees or interest; sub_issue_category=__DROPPED__; submitted_via=__DROPPED__; received_month=2026-01; consumer_tag_presence=present; state_presence=__DROPPED__; narrative_available=absent; narrative_length_bucket=__DROPPED__.,structured_field_dropout_without_target
P05_CFPB_ES_022_04_noisy_conflicting,P05_CFPB_PKT_007427,22,noisy_conflicting,4,Evidence packet noisy_conflicting: product_family=Credit card; alternative_product_signal=Prepaid card; sub_product_bucket=Store credit card; issue_category=Fees or interest; sub_issue_category=Charged too much interest; submitted_via=Web; alternative_submission_signal=Referral; received_month=2026-01; consumer_tag_presence=present; state_presence=present; narrative_available=absent; narrative_length_bucket=missing; evidence_quality_warning=simulated_non_outcome_conflict.,simulated_non_outcome_conflicting_signals
P05_CFPB_ES_023_01_clean,P05_CFPB_PKT_012795,23,clean,1,Evidence packet: product_family=Credit card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Problem when making payments; sub_issue_category=Problem during payment process; submitted_via=Web; received_month=2026-02; narrative_available=absent; narrative_length_bucket=missing; consumer_tag_presence=present; state_presence=present.,original_sanitized_packet_text
P05_CFPB_ES_023_02_compressed,P05_CFPB_PKT_012795,23,compressed,2,Evidence packet compressed: product_family=Credit card; issue_category=Problem when making payments; received_month=2026-02; narrative_available=absent.,category_compression_and_detail_reduction
P05_CFPB_ES_023_03_partial_dropout,P05_CFPB_PKT_012795,23,partial_dropout,3,Evidence packet partial_dropout: product_family=Credit card; sub_product_bucket=__DROPPED__; issue_category=Problem when making payments; sub_issue_category=__DROPPED__; submitted_via=__DROPPED__; received_month=2026-02; consumer_tag_presence=present; state_presence=__DROPPED__; narrative_available=absent; narrative_length_bucket=__DROPPED__.,structured_field_dropout_without_target
P05_CFPB_ES_023_04_noisy_conflicting,P05_CFPB_PKT_012795,23,noisy_conflicting,4,Evidence packet noisy_conflicting: product_family=Credit card; alternative_product_signal=Prepaid card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Problem when making payments; sub_issue_category=Problem during payment process; submitted_via=Web; alternative_submission_signal=Referral; received_month=2026-02; consumer_tag_presence=present; state_presence=present; narrative_available=absent; narrative_length_bucket=missing; evidence_quality_warning=simulated_non_outcome_conflict.,simulated_non_outcome_conflicting_signals
P05_CFPB_ES_024_01_clean,P05_CFPB_PKT_010077,24,clean,1,Evidence packet: product_family=Prepaid card; sub_product_bucket=Government benefit card; issue_category=Trouble using the card; sub_issue_category=Trouble getting information about the card; submitted_via=Phone; received_month=2026-02; narrative_available=absent; narrative_length_bucket=missing; consumer_tag_presence=present; state_presence=present.,original_sanitized_packet_text
P05_CFPB_ES_024_02_compressed,P05_CFPB_PKT_010077,24,compressed,2,Evidence packet compressed: product_family=Prepaid card; issue_category=Trouble using the card; received_month=2026-02; narrative_available=absent.,category_compression_and_detail_reduction
P05_CFPB_ES_024_03_partial_dropout,P05_CFPB_PKT_010077,24,partial_dropout,3,Evidence packet partial_dropout: product_family=Prepaid card; sub_product_bucket=__DROPPED__; issue_category=Trouble using the card; sub_issue_category=__DROPPED__; submitted_via=__DROPPED__; received_month=2026-02; consumer_tag_presence=present; state_presence=__DROPPED__; narrative_available=absent; narrative_length_bucket=__DROPPED__.,structured_field_dropout_without_target
P05_CFPB_ES_024_04_noisy_conflicting,P05_CFPB_PKT_010077,24,noisy_conflicting,4,Evidence packet noisy_conflicting: product_family=Prepaid card; alternative_product_signal=Credit card; sub_product_bucket=Government benefit card; issue_category=Trouble using the card; sub_issue_category=Trouble getting information about the card; submitted_via=Phone; alternative_submission_signal=Postal mail; received_month=2026-02; consumer_tag_presence=present; state_presence=present; narrative_available=absent; narrative_length_bucket=missing; evidence_quality_warning=simulated_non_outcome_conflict.,simulated_non_outcome_conflicting_signals
P05_CFPB_ES_025_01_clean,P05_CFPB_PKT_013198,25,clean,1,"Evidence packet: product_family=Credit card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Other features, terms, or problems; sub_issue_category=Problem with rewards from credit card; submitted_via=Web; received_month=2026-02; narrative_available=absent; narrative_length_bucket=missing; consumer_tag_presence=present; state_presence=present.",original_sanitized_packet_text
P05_CFPB_ES_025_02_compressed,P05_CFPB_PKT_013198,25,compressed,2,"Evidence packet compressed: product_family=Credit card; issue_category=Other features, terms, or problems; received_month=2026-02; narrative_available=absent.",category_compression_and_detail_reduction
P05_CFPB_ES_025_03_partial_dropout,P05_CFPB_PKT_013198,25,partial_dropout,3,"Evidence packet partial_dropout: product_family=Credit card; sub_product_bucket=__DROPPED__; issue_category=Other features, terms, or problems; sub_issue_category=__DROPPED__; submitted_via=__DROPPED__; received_month=2026-02; consumer_tag_presence=present; state_presence=__DROPPED__; narrative_available=absent; narrative_length_bucket=__DROPPED__.",structured_field_dropout_without_target
P05_CFPB_ES_025_04_noisy_conflicting,P05_CFPB_PKT_013198,25,noisy_conflicting,4,"Evidence packet noisy_conflicting: product_family=Credit card; alternative_product_signal=Prepaid card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Other features, terms, or problems; sub_issue_category=Problem with rewards from credit card; submitted_via=Web; alternative_submission_signal=Referral; received_month=2026-02; consumer_tag_presence=present; state_presence=present; narrative_available=absent; narrative_length_bucket=missing; evidence_quality_warning=simulated_non_outcome_conflict.",simulated_non_outcome_conflicting_signals
P05_CFPB_ES_026_01_clean,P05_CFPB_PKT_010205,26,clean,1,Evidence packet: product_family=Credit card; sub_product_bucket=Store credit card; issue_category=Incorrect information on your report; sub_issue_category=Account information incorrect; submitted_via=Web; received_month=2026-02; narrative_available=absent; narrative_length_bucket=missing; consumer_tag_presence=present; state_presence=present.,original_sanitized_packet_text
P05_CFPB_ES_026_02_compressed,P05_CFPB_PKT_010205,26,compressed,2,Evidence packet compressed: product_family=Credit card; issue_category=Incorrect information on your report; received_month=2026-02; narrative_available=absent.,category_compression_and_detail_reduction
P05_CFPB_ES_026_03_partial_dropout,P05_CFPB_PKT_010205,26,partial_dropout,3,Evidence packet partial_dropout: product_family=Credit card; sub_product_bucket=__DROPPED__; issue_category=Incorrect information on your report; sub_issue_category=__DROPPED__; submitted_via=__DROPPED__; received_month=2026-02; consumer_tag_presence=present; state_presence=__DROPPED__; narrative_available=absent; narrative_length_bucket=__DROPPED__.,structured_field_dropout_without_target
P05_CFPB_ES_026_04_noisy_conflicting,P05_CFPB_PKT_010205,26,noisy_conflicting,4,Evidence packet noisy_conflicting: product_family=Credit card; alternative_product_signal=Prepaid card; sub_product_bucket=Store credit card; issue_category=Incorrect information on your report; sub_issue_category=Account information incorrect; submitted_via=Web; alternative_submission_signal=Referral; received_month=2026-02; consumer_tag_presence=present; state_presence=present; narrative_available=absent; narrative_length_bucket=missing; evidence_quality_warning=simulated_non_outcome_conflict.,simulated_non_outcome_conflicting_signals
P05_CFPB_ES_027_01_clean,P05_CFPB_PKT_013584,27,clean,1,"Evidence packet: product_family=Credit card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Other features, terms, or problems; sub_issue_category=Problem with customer service; submitted_via=Web; received_month=2026-02; narrative_available=absent; narrative_length_bucket=missing; consumer_tag_presence=present; state_presence=present.",original_sanitized_packet_text
P05_CFPB_ES_027_02_compressed,P05_CFPB_PKT_013584,27,compressed,2,"Evidence packet compressed: product_family=Credit card; issue_category=Other features, terms, or problems; received_month=2026-02; narrative_available=absent.",category_compression_and_detail_reduction
P05_CFPB_ES_027_03_partial_dropout,P05_CFPB_PKT_013584,27,partial_dropout,3,"Evidence packet partial_dropout: product_family=Credit card; sub_product_bucket=__DROPPED__; issue_category=Other features, terms, or problems; sub_issue_category=__DROPPED__; submitted_via=__DROPPED__; received_month=2026-02; consumer_tag_presence=present; state_presence=__DROPPED__; narrative_available=absent; narrative_length_bucket=__DROPPED__.",structured_field_dropout_without_target
P05_CFPB_ES_027_04_noisy_conflicting,P05_CFPB_PKT_013584,27,noisy_conflicting,4,"Evidence packet noisy_conflicting: product_family=Credit card; alternative_product_signal=Prepaid card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Other features, terms, or problems; sub_issue_category=Problem with customer service; submitted_via=Web; alternative_submission_signal=Referral; received_month=2026-02; consumer_tag_presence=present; state_presence=present; narrative_available=absent; narrative_length_bucket=missing; evidence_quality_warning=simulated_non_outcome_conflict.",simulated_non_outcome_conflicting_signals
P05_CFPB_ES_028_01_clean,P05_CFPB_PKT_013438,28,clean,1,Evidence packet: product_family=Credit card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Problem with a purchase shown on your statement; sub_issue_category=Credit card company isn't resolving a dispute about a purchase on your statement; submitted_via=Web; received_month=2026-02; narrative_available=absent; narrative_length_bucket=missing; consumer_tag_presence=present; state_presence=present.,original_sanitized_packet_text
P05_CFPB_ES_028_02_compressed,P05_CFPB_PKT_013438,28,compressed,2,Evidence packet compressed: product_family=Credit card; issue_category=Problem with a purchase shown on your statement; received_month=2026-02; narrative_available=absent.,category_compression_and_detail_reduction
P05_CFPB_ES_028_03_partial_dropout,P05_CFPB_PKT_013438,28,partial_dropout,3,Evidence packet partial_dropout: product_family=Credit card; sub_product_bucket=__DROPPED__; issue_category=Problem with a purchase shown on your statement; sub_issue_category=__DROPPED__; submitted_via=__DROPPED__; received_month=2026-02; consumer_tag_presence=present; state_presence=__DROPPED__; narrative_available=absent; narrative_length_bucket=__DROPPED__.,structured_field_dropout_without_target
P05_CFPB_ES_028_04_noisy_conflicting,P05_CFPB_PKT_013438,28,noisy_conflicting,4,Evidence packet noisy_conflicting: product_family=Credit card; alternative_product_signal=Prepaid card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Problem with a purchase shown on your statement; sub_issue_category=Credit card company isn't resolving a dispute about a purchase on your statement; submitted_via=Web; alternative_submission_signal=Referral; received_month=2026-02; consumer_tag_presence=present; state_presence=present; narrative_available=absent; narrative_length_bucket=missing; evidence_quality_warning=simulated_non_outcome_conflict.,simulated_non_outcome_conflicting_signals
P05_CFPB_ES_029_01_clean,P05_CFPB_PKT_014886,29,clean,1,Evidence packet: product_family=Prepaid card; sub_product_bucket=General-purpose prepaid card; issue_category=Problem with a purchase or transfer; sub_issue_category=Card company isn't resolving a dispute about a purchase or transfer; submitted_via=Web; received_month=2026-02; narrative_available=absent; narrative_length_bucket=missing; consumer_tag_presence=present; state_presence=present.,original_sanitized_packet_text
P05_CFPB_ES_029_02_compressed,P05_CFPB_PKT_014886,29,compressed,2,Evidence packet compressed: product_family=Prepaid card; issue_category=Problem with a purchase or transfer; received_month=2026-02; narrative_available=absent.,category_compression_and_detail_reduction
P05_CFPB_ES_029_03_partial_dropout,P05_CFPB_PKT_014886,29,partial_dropout,3,Evidence packet partial_dropout: product_family=Prepaid card; sub_product_bucket=__DROPPED__; issue_category=Problem with a purchase or transfer; sub_issue_category=__DROPPED__; submitted_via=__DROPPED__; received_month=2026-02; consumer_tag_presence=present; state_presence=__DROPPED__; narrative_available=absent; narrative_length_bucket=__DROPPED__.,structured_field_dropout_without_target
P05_CFPB_ES_029_04_noisy_conflicting,P05_CFPB_PKT_014886,29,noisy_conflicting,4,Evidence packet noisy_conflicting: product_family=Prepaid card; alternative_product_signal=Credit card; sub_product_bucket=General-purpose prepaid card; issue_category=Problem with a purchase or transfer; sub_issue_category=Card company isn't resolving a dispute about a purchase or transfer; submitted_via=Web; alternative_submission_signal=Referral; received_month=2026-02; consumer_tag_presence=present; state_presence=present; narrative_available=absent; narrative_length_bucket=missing; evidence_quality_warning=simulated_non_outcome_conflict.,simulated_non_outcome_conflicting_signals
P05_CFPB_ES_030_01_clean,P05_CFPB_PKT_013800,30,clean,1,Evidence packet: product_family=Credit card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Getting a credit card; sub_issue_category=Sent card you never applied for; submitted_via=Web; received_month=2026-01; narrative_available=present; narrative_length_bucket=1000-2999; consumer_tag_presence=present; state_presence=present.,original_sanitized_packet_text
P05_CFPB_ES_030_02_compressed,P05_CFPB_PKT_013800,30,compressed,2,Evidence packet compressed: product_family=Credit card; issue_category=Getting a credit card; received_month=2026-01; narrative_available=present.,category_compression_and_detail_reduction
P05_CFPB_ES_030_03_partial_dropout,P05_CFPB_PKT_013800,30,partial_dropout,3,Evidence packet partial_dropout: product_family=Credit card; sub_product_bucket=__DROPPED__; issue_category=Getting a credit card; sub_issue_category=__DROPPED__; submitted_via=__DROPPED__; received_month=2026-01; consumer_tag_presence=present; state_presence=__DROPPED__; narrative_available=present; narrative_length_bucket=__DROPPED__.,structured_field_dropout_without_target
P05_CFPB_ES_030_04_noisy_conflicting,P05_CFPB_PKT_013800,30,noisy_conflicting,4,Evidence packet noisy_conflicting: product_family=Credit card; alternative_product_signal=Prepaid card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Getting a credit card; sub_issue_category=Sent card you never applied for; submitted_via=Web; alternative_submission_signal=Referral; received_month=2026-01; consumer_tag_presence=present; state_presence=present; narrative_available=present; narrative_length_bucket=1000-2999; evidence_quality_warning=simulated_non_outcome_conflict.,simulated_non_outcome_conflicting_signals
P05_CFPB_ES_031_01_clean,P05_CFPB_PKT_018093,31,clean,1,Evidence packet: product_family=Credit card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Closing your account; sub_issue_category=Can't close your account; submitted_via=Web; received_month=2026-01; narrative_available=present; narrative_length_bucket=250-999; consumer_tag_presence=present; state_presence=present.,original_sanitized_packet_text
P05_CFPB_ES_031_02_compressed,P05_CFPB_PKT_018093,31,compressed,2,Evidence packet compressed: product_family=Credit card; issue_category=Closing your account; received_month=2026-01; narrative_available=present.,category_compression_and_detail_reduction
P05_CFPB_ES_031_03_partial_dropout,P05_CFPB_PKT_018093,31,partial_dropout,3,Evidence packet partial_dropout: product_family=Credit card; sub_product_bucket=__DROPPED__; issue_category=Closing your account; sub_issue_category=__DROPPED__; submitted_via=__DROPPED__; received_month=2026-01; consumer_tag_presence=present; state_presence=__DROPPED__; narrative_available=present; narrative_length_bucket=__DROPPED__.,structured_field_dropout_without_target
P05_CFPB_ES_031_04_noisy_conflicting,P05_CFPB_PKT_018093,31,noisy_conflicting,4,Evidence packet noisy_conflicting: product_family=Credit card; alternative_product_signal=Prepaid card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Closing your account; sub_issue_category=Can't close your account; submitted_via=Web; alternative_submission_signal=Referral; received_month=2026-01; consumer_tag_presence=present; state_presence=present; narrative_available=present; narrative_length_bucket=250-999; evidence_quality_warning=simulated_non_outcome_conflict.,simulated_non_outcome_conflicting_signals
P05_CFPB_ES_032_01_clean,P05_CFPB_PKT_013912,32,clean,1,Evidence packet: product_family=Credit card; sub_product_bucket=Store credit card; issue_category=Fees or interest; sub_issue_category=Problem with fees; submitted_via=Web; received_month=2026-02; narrative_available=absent; narrative_length_bucket=missing; consumer_tag_presence=present; state_presence=present.,original_sanitized_packet_text
P05_CFPB_ES_032_02_compressed,P05_CFPB_PKT_013912,32,compressed,2,Evidence packet compressed: product_family=Credit card; issue_category=Fees or interest; received_month=2026-02; narrative_available=absent.,category_compression_and_detail_reduction
P05_CFPB_ES_032_03_partial_dropout,P05_CFPB_PKT_013912,32,partial_dropout,3,Evidence packet partial_dropout: product_family=Credit card; sub_product_bucket=__DROPPED__; issue_category=Fees or interest; sub_issue_category=__DROPPED__; submitted_via=__DROPPED__; received_month=2026-02; consumer_tag_presence=present; state_presence=__DROPPED__; narrative_available=absent; narrative_length_bucket=__DROPPED__.,structured_field_dropout_without_target
P05_CFPB_ES_032_04_noisy_conflicting,P05_CFPB_PKT_013912,32,noisy_conflicting,4,Evidence packet noisy_conflicting: product_family=Credit card; alternative_product_signal=Prepaid card; sub_product_bucket=Store credit card; issue_category=Fees or interest; sub_issue_category=Problem with fees; submitted_via=Web; alternative_submission_signal=Referral; received_month=2026-02; consumer_tag_presence=present; state_presence=present; narrative_available=absent; narrative_length_bucket=missing; evidence_quality_warning=simulated_non_outcome_conflict.,simulated_non_outcome_conflicting_signals
P05_CFPB_ES_033_01_clean,P05_CFPB_PKT_019824,33,clean,1,Evidence packet: product_family=Prepaid card; sub_product_bucket=General-purpose prepaid card; issue_category=Unexpected or other fees; sub_issue_category=None; submitted_via=Web; received_month=2026-03; narrative_available=absent; narrative_length_bucket=missing; consumer_tag_presence=present; state_presence=present.,original_sanitized_packet_text
P05_CFPB_ES_033_02_compressed,P05_CFPB_PKT_019824,33,compressed,2,Evidence packet compressed: product_family=Prepaid card; issue_category=Unexpected or other fees; received_month=2026-03; narrative_available=absent.,category_compression_and_detail_reduction
P05_CFPB_ES_033_03_partial_dropout,P05_CFPB_PKT_019824,33,partial_dropout,3,Evidence packet partial_dropout: product_family=Prepaid card; sub_product_bucket=__DROPPED__; issue_category=Unexpected or other fees; sub_issue_category=__DROPPED__; submitted_via=__DROPPED__; received_month=2026-03; consumer_tag_presence=present; state_presence=__DROPPED__; narrative_available=absent; narrative_length_bucket=__DROPPED__.,structured_field_dropout_without_target
P05_CFPB_ES_033_04_noisy_conflicting,P05_CFPB_PKT_019824,33,noisy_conflicting,4,Evidence packet noisy_conflicting: product_family=Prepaid card; alternative_product_signal=Credit card; sub_product_bucket=General-purpose prepaid card; issue_category=Unexpected or other fees; sub_issue_category=None; submitted_via=Web; alternative_submission_signal=Referral; received_month=2026-03; consumer_tag_presence=present; state_presence=present; narrative_available=absent; narrative_length_bucket=missing; evidence_quality_warning=simulated_non_outcome_conflict.,simulated_non_outcome_conflicting_signals
P05_CFPB_ES_034_01_clean,P05_CFPB_PKT_014012,34,clean,1,Evidence packet: product_family=Credit card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Problem when making payments; sub_issue_category=Problem during payment process; submitted_via=Referral; received_month=2026-01; narrative_available=absent; narrative_length_bucket=missing; consumer_tag_presence=present; state_presence=present.,original_sanitized_packet_text
P05_CFPB_ES_034_02_compressed,P05_CFPB_PKT_014012,34,compressed,2,Evidence packet compressed: product_family=Credit card; issue_category=Problem when making payments; received_month=2026-01; narrative_available=absent.,category_compression_and_detail_reduction
P05_CFPB_ES_034_03_partial_dropout,P05_CFPB_PKT_014012,34,partial_dropout,3,Evidence packet partial_dropout: product_family=Credit card; sub_product_bucket=__DROPPED__; issue_category=Problem when making payments; sub_issue_category=__DROPPED__; submitted_via=__DROPPED__; received_month=2026-01; consumer_tag_presence=present; state_presence=__DROPPED__; narrative_available=absent; narrative_length_bucket=__DROPPED__.,structured_field_dropout_without_target
P05_CFPB_ES_034_04_noisy_conflicting,P05_CFPB_PKT_014012,34,noisy_conflicting,4,Evidence packet noisy_conflicting: product_family=Credit card; alternative_product_signal=Prepaid card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Problem when making payments; sub_issue_category=Problem during payment process; submitted_via=Referral; alternative_submission_signal=Web; received_month=2026-01; consumer_tag_presence=present; state_presence=present; narrative_available=absent; narrative_length_bucket=missing; evidence_quality_warning=simulated_non_outcome_conflict.,simulated_non_outcome_conflicting_signals
P05_CFPB_ES_035_01_clean,P05_CFPB_PKT_021433,35,clean,1,Evidence packet: product_family=Prepaid card; sub_product_bucket=Government benefit card; issue_category=Advertising; sub_issue_category=Confusing or misleading advertising about the card; submitted_via=Web; received_month=2026-03; narrative_available=present; narrative_length_bucket=1-249; consumer_tag_presence=present; state_presence=present.,original_sanitized_packet_text
P05_CFPB_ES_035_02_compressed,P05_CFPB_PKT_021433,35,compressed,2,Evidence packet compressed: product_family=Prepaid card; issue_category=Advertising; received_month=2026-03; narrative_available=present.,category_compression_and_detail_reduction
P05_CFPB_ES_035_03_partial_dropout,P05_CFPB_PKT_021433,35,partial_dropout,3,Evidence packet partial_dropout: product_family=Prepaid card; sub_product_bucket=__DROPPED__; issue_category=Advertising; sub_issue_category=__DROPPED__; submitted_via=__DROPPED__; received_month=2026-03; consumer_tag_presence=present; state_presence=__DROPPED__; narrative_available=present; narrative_length_bucket=__DROPPED__.,structured_field_dropout_without_target
P05_CFPB_ES_035_04_noisy_conflicting,P05_CFPB_PKT_021433,35,noisy_conflicting,4,Evidence packet noisy_conflicting: product_family=Prepaid card; alternative_product_signal=Credit card; sub_product_bucket=Government benefit card; issue_category=Advertising; sub_issue_category=Confusing or misleading advertising about the card; submitted_via=Web; alternative_submission_signal=Referral; received_month=2026-03; consumer_tag_presence=present; state_presence=present; narrative_available=present; narrative_length_bucket=1-249; evidence_quality_warning=simulated_non_outcome_conflict.,simulated_non_outcome_conflicting_signals
P05_CFPB_ES_036_01_clean,P05_CFPB_PKT_015177,36,clean,1,Evidence packet: product_family=Credit card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Problem with a purchase shown on your statement; sub_issue_category=Credit card company isn't resolving a dispute about a purchase on your statement; submitted_via=Web; received_month=2026-03; narrative_available=absent; narrative_length_bucket=missing; consumer_tag_presence=present; state_presence=present.,original_sanitized_packet_text
P05_CFPB_ES_036_02_compressed,P05_CFPB_PKT_015177,36,compressed,2,Evidence packet compressed: product_family=Credit card; issue_category=Problem with a purchase shown on your statement; received_month=2026-03; narrative_available=absent.,category_compression_and_detail_reduction
P05_CFPB_ES_036_03_partial_dropout,P05_CFPB_PKT_015177,36,partial_dropout,3,Evidence packet partial_dropout: product_family=Credit card; sub_product_bucket=__DROPPED__; issue_category=Problem with a purchase shown on your statement; sub_issue_category=__DROPPED__; submitted_via=__DROPPED__; received_month=2026-03; consumer_tag_presence=present; state_presence=__DROPPED__; narrative_available=absent; narrative_length_bucket=__DROPPED__.,structured_field_dropout_without_target
